name,power_state,guest_os,os_category,ip_address,hostname,vcenter_path,vcenter_url,datacenter,cpus,memory_gb,VI.ENV,VI.LANDSCAPE,VI.OWNER,VI.PURPOSE,VI.TIER,App_Name,Description,Owner,deployment,cmdb_uuid,tags
ev3lntcldtest02,poweredOn,Oracle Linux 8 (64-bit),linux,10.245.4.92,ev3lntcldtest02.corp.pvt,/ev3dccomp01/vm/vRA - Thryv Cloud/LINUX/ev3lntcldtest02,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,4.0,TEST,Unknown,Tammy Strawderman,Unix Team,Non-Production,,,,,vmw-vm-ef5aab9f-bf5b-5648-932a-41dc96a35e91,
ev3lntcloudf-02,poweredOn,Red Hat Enterprise Linux 9 (64-bit),linux,10.2.12.23,ev3lntcloudf-02.corp.pvt,/ev3dccomp01/vm/vRA - Thryv Cloud/SSVM/ev3lntcloudf-02,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,2.0,TEST,Cloudflare POC,Thomas Koo,Cloudflare,Non-Production,Cloudflare,Cloudflare POC,Thomas Koo (koot01),ev3lntcloudf-koot01-2026-02-19T15:55,vmw-vm-a0deaf4f-0ecb-5b73-8af4-63d9da17adf7,
ev3lntesb4281,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.13,ev3lntesb4281,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4281,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-d8145ef1-9545-5db0-8d78-b3beea75bc89,
ev3lntesb4282,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.41,ev3lntesb4282,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4282,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-bd4863f4-d0ff-572a-8582-2ff774a3e821,
ev3lntesb4283,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.14,ev3lntesb4283,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4283,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-74acc4c7-a0c7-549c-8bce-ff646454c2f8,
ev3lntesb4284,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.15,ev3lntesb4284,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4284,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-9e55d29f-f2ff-531a-85fc-672cff3d1884,
ev3lntesb4285,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.12,ev3lntesb4285,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4285,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-1dcb2e32-8c3f-5f18-b077-994e8df01cb1,
ev3lntesb4286,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.42,ev3lntesb4286,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4286,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a8028e37-ec39-5651-9891-8369e6dd4004,
ev3lntesb4287,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.43,ev3lntesb4287,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4287,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-85c3d72d-c63c-5f66-9903-fa722d856116,
ev3lntesb4288,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.40,ev3lntesb4288,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4288,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-93bca26b-62e0-5f1f-bfce-3283a2c0a877,
ev3lntesb4289,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.38,ev3lntesb4289,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4289,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-e605ae88-8b7d-5e0f-ad18-b6e3b57b7559,
ev3lntesb4290,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.44,ev3lntesb4290,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4290,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-093a2e05-1442-5c73-bd97-a43248ad1adf,
ev3lntesb4311,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.79,ev3lntesb4311,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4311,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-53117309-9797-528f-99bd-78374b9d369d,
ev3lntesb4312,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.75,ev3lntesb4312,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4312,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-0308b761-8d66-5325-a2fb-283d821e0d02,
ev3lntesb4313,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.76,ev3lntesb4313,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4313,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-1631ac05-2faf-540f-a92f-e8f9b2639522,
ev3lntesb4314,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.77,ev3lntesb4314,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4314,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-166a2815-7a1c-534b-afb8-51ea48317a91,
ev3lntesb4315,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.78,ev3lntesb4315,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4315,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,10.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-6ec104e9-93dc-523e-bc93-d283582b7c6c,
ev3lntesb4319,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.88,ev3lntesb4319,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4319,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-45d75bac-334d-5cc8-8f86-b45e6e1b1b08,
ev3lntesb4320,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.83,ev3lntesb4320,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4320,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-5f531637-a553-509f-9e84-bd34cb413d8c,
ev3lntesb4321,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.89,ev3lntesb4321,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4321,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-10338b7d-4424-57e9-8f50-b15198d7b001,
ev3lntesb4322,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.85,ev3lntesb4322,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4322,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-8bb72a67-2b3a-50a7-83ab-01d4b9c648c1,
ev3lntesb4323,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.90,ev3lntesb4323,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4323,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-565e7cbd-548d-5963-b533-5aae8129a8b5,
ev3lntesb4324,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.84,ev3lntesb4324,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4324,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-96144b02-3101-5ee8-873a-81968ebd6736,
ev3lntesb4325,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.87,ev3lntesb4325,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4325,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-f7c5b0e7-53dc-572a-a5e4-41dde440dbc8,
ev3lntesb4363,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.94,ev3lntesb4363,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4363,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ff6e7491-be4b-5fd6-a2f1-4e6e688f52d8,
ev3lntesb4364,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.93,ev3lntesb4364,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4364,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-8e566cff-e643-5fd7-98a0-2121c79f232a,
ev3lntesb4365,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.99,ev3lntesb4365,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4365,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-685cfee0-aa08-503b-9eae-a4a23d1df961,
ev3lntesb4582,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.45,ev3lntesb4582,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4582,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-dbcd1234-f2f8-5e4f-a273-7ce98ad1ebfb,
ev3lntesb4583,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.71,ev3lntesb4583,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4583,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-4004e08a-c206-57d9-a8d9-a0496d44a87f,
ev3lntesb4584,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.70,ev3lntesb4584,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4584,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,12.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-fe195d5c-b4ff-545d-b1d2-bd8367216451,
ev3lntesb4585,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.68,ev3lntesb4585,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4585,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-b6d34fb8-7a57-5a0c-b972-39d162ab67d4,
ev3lntesb4586,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.66,ev3lntesb4586,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4586,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-3f69872b-f0d6-5740-8e4c-60c01a35cd47,
ev3lntesb4587,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.67,ev3lntesb4587,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4587,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,10.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a95e6031-b432-57eb-88cd-e28d8b5b3712,
ev3lntesb4608,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.73,ev3lntesb4608,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4608,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-56ebc60b-9703-54bf-b5b2-97cc12cca485,
ev3lntesb4609,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.74,ev3lntesb4609,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4609,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-8c577e4b-c2bc-5063-9b1b-cb8c3f21cfbe,
ev3lntesb4610,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.81,ev3lntesb4610,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4610,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-047311de-acbb-5fc6-8d7a-9768cb8d0af2,
ev3lntesb4611,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.80,ev3lntesb4611,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4611,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ab7f31b9-e961-5e5b-a448-33f638fee8d0,
ev3lntesb4612,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.82,ev3lntesb4612,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4612,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-e4663cd3-773f-5730-aacc-66c7024c57b7,
ev3lntesb4616,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.86,ev3lntesb4616,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4616,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-79c01c17-df3d-5ac5-8a23-48c264f71b03,
ev3lntesb4656,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.96,ev3lntesb4656,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4656,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-bdbdc8ea-467d-533f-b110-9d8bf4f326af,
ev3lntesb4657,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.97,ev3lntesb4657,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4657,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-731cbe15-fc0b-5c78-96d7-78577508fcc5,
ev3lntesb4658,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.95,ev3lntesb4658,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4658,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-0d667619-1b11-5694-8a48-4bcf37074586,
ev3lntesb4659,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.100,ev3lntesb4659,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4659,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-afe6d5f0-2116-57bf-aa37-2949e95df32f,
ev3lntesb4660,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.98,ev3lntesb4660,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4660,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-936777ab-ff9a-5e13-9383-41e70b34f6d7,
ev3lntesb4661,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.92,ev3lntesb4661,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4661,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a1493558-1d45-559c-927f-32760cb28dae,
ev3lntesb4662,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.101,ev3lntesb4662,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4662,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,8,32.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-6b6a92a6-1b43-58b2-a8e5-698071559702,
ev3lntesb4692,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.123,ev3lntesb4692,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4692,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ec3496a5-4cd6-584e-97c8-bd0afce92b97,
ev3lntesb4693,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.122,ev3lntesb4693,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4693,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a6710161-50f5-569a-9e4f-52a2bf5405df,
ev3lntesb4694,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.121,ev3lntesb4694,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4694,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-7405010c-6df1-5e81-80b7-24280cab154a,
ev3lntesb4695,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.132,ev3lntesb4695,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4695,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-6ad30510-af93-5dec-b027-132a6ecf4816,
ev3lntesb4696,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.131,ev3lntesb4696,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4696,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-ec223c53-b5b9-53d7-abc6-83198d6fe47f,
ev3lntesb4899,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.64,ev3lntesb4899,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4899,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-e0fc2a8f-f5de-539f-940e-c0161cf54282,
ev3lntesb4900,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.69,ev3lntesb4900,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4900,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-82c9e290-1435-55ca-bc4a-c834bc6b7dc1,
ev3lntesb4953,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.103,ev3lntesb4953,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4953,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-36633413-6823-5208-8e60-19db1d061ee9,
ev3lntesb4954,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.108,ev3lntesb4954,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4954,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-559a7b54-da8b-5f7e-898c-9b5f0690cbf8,
ev3lntesb4955,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.102,ev3lntesb4955,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4955,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-6a08b398-5dcc-5383-8b41-9abc66b56c11,
ev3lntesb4956,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.104,ev3lntesb4956,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4956,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-be48c658-6dd6-5b58-85bd-2f406a2e7f08,
ev3lntesb4957,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.109,ev3lntesb4957,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4957,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-b4c7ee7e-1cc0-5f6c-bbce-09478bef6f2c,
ev3lntesb4958,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.105,ev3lntesb4958,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4958,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-8337253b-ec7c-5bdb-aefe-1620db90be80,
ev3lntesb4959,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.106,ev3lntesb4959,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4959,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-c4938f83-8b2c-555e-9e8d-6223c53792a8,
ev3lntesb4960,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.107,ev3lntesb4960,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4960,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,4,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-a9959e64-23a8-5481-acf3-07896d040a2a,
ev3lntesb4998,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.129,ev3lntesb4998,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4998,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-4024322c-e3bd-5f89-a4ba-2e903956b409,
ev3lntesb4999,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.125,ev3lntesb4999,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb4999,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-0fae848c-e880-5050-9cb3-6a5ca9b9fe8f,
ev3lntesb5000,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.128,ev3lntesb5000,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb5000,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-0982cd14-462d-5cc4-89ba-99ddda30c3d4,
ev3lntesb5001,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.130,ev3lntesb5001,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb5001,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-98bf96da-c6bd-5b77-83a5-fe70b0bed09d,
ev3lntesb5002,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.124,ev3lntesb5002,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb5002,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-96d2ca10-be66-5820-afba-8e4da57a2f55,
ev3lntesb5003,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.127,ev3lntesb5003,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb5003,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-e612e3b5-a902-5a53-9bc2-02e98c053907,
ev3lntesb5004,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.126,ev3lntesb5004,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesb5004,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-3ec06d82-e583-511c-9089-08c1a9d574ed,
ev3lntesbdb4293,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.72,ev3lntesbdb4293,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesbdb4293,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-75986b4f-3643-548d-b794-d41b5f3de4f8,
ev3lntesbdb4326,poweredOn,Oracle Linux 8 (64-bit),linux,,ev3lntesbdb4326,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesbdb4326,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-df7212dc-6295-5c7b-8352-96a38a2fe2f9,
ev3lntesbdb4369,poweredOn,Oracle Linux 8 (64-bit),linux,10.2.32.110,ev3lntesbdb4369,/ev3dccomp01/vm/vRA - Thryv Cloud/ev3lntesbdb4369,https://ev3vccomp01a.corp.pvt,/ev3dccomp01,2,8.0,TEST,Unknown,Mandeep Kohli,ESB,Non-Production,,,,,vmw-vm-19c070b1-ffc8-59fa-b146-569a056c2178,
